Appliances,lights,T1,T2,T3,T4,T5,T6,T7,T8,T9,T_out,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint
50,0,21.2,18.39,23.2,19.73,19.5,4.8,19.5,22.2,19.1666666666667,4.3,38.2,41.4,36.4,37.73,47.29,40.06,31.6,40.0,38.2,86.0,763.7,2.0,40.0,2.2
50,0,22.2,19.39,22.2,20.89,20.0,4.53,19.463333333333296,23.39,19.6,6.3,35.1633333333333,37.0,35.70000000000001,34.09,51.2666666666667,17.3,29.26,40.7,38.45,69.0,766.0,1.0,40.0,0.9
40,0,22.5,20.7,23.2,22.7,20.0,11.426666666666701,21.0,23.39,19.79,10.8,39.1633333333333,40.26,37.59,38.9,50.09,41.2,40.174,46.4666666666667,40.26428571428569,88.0,760.0,3.0,40.0,8.8
40,0,22.7,20.2,23.1,22.463333333333296,21.1,4.3333333333333295,21.5,23.7,20.39,6.3,35.20000000000001,36.76,36.53,33.6633333333333,49.93,25.4266666666667,34.036,41.56666666666669,38.96,77.0,766.2999999999998,1.0,40.0,2.6
40,0,23.1,20.89,23.5,22.79,21.0,6.8,22.29,24.484285714285697,20.5,8.699999999999998,34.59,35.59000000000001,36.5,32.9,41.7,15.1933333333333,34.6214285714286,39.6914285714286,37.5225,64.0,764.1,2.0,40.0,2.2
50,0,23.6,21.823333333333295,23.6,22.89,20.76,9.75666666666667,22.6,23.29,21.0,11.1,35.1633333333333,35.4666666666667,35.59000000000001,33.8633333333333,43.26,20.0633333333333,35.9414285714286,44.9666666666667,38.5671428571429,72.0,757.2999999999998,2.0,40.0,6.1
50,0,24.2,22.7,24.7,23.89,21.2,12.3,23.1,24.29,21.7,12.5,38.03,38.3266666666667,37.863333333333294,36.79,50.1633333333333,21.254,34.59,43.6266666666667,41.73,78.0,752.5,3.0,40.0,8.8
60,0,24.73,23.426666666666698,25.6,24.29,22.533333333333296,13.8,23.7,25.1,22.39,13.6,38.79,38.23,38.4,37.4,54.1933333333333,17.18,37.79,44.4,41.367142857142895,81.0,751.7,1.0,40.0,10.3
60,0,24.5,23.5,26.29,24.77,23.566666666666695,15.716,24.2,24.5,23.2,17.3,38.4,37.09,38.06,36.055,39.4,7.436,38.6214285714286,42.2,41.99285714285709,57.0,751.7,3.0,40.0,8.599999999999998
50,0,25.29,24.1,26.79,25.89,23.533333333333296,16.236,24.2,25.5,23.7,17.0,43.09,42.863333333333294,39.79,41.7,48.29,34.41,40.6266666666667,50.536,45.59,79.0,753.1,4.0,40.0,13.4
60,0,24.89,23.264285714285695,26.56,25.1,24.1666666666667,14.7057142857143,24.6,26.29,24.0,15.6,47.5,48.7,43.5,45.59,59.3633333333333,55.3685714285714,42.9,54.5,47.2,86.0,749.1,3.0,40.0,13.2
60,0,25.1,23.5,26.39,25.39,24.0,13.9685714285714,24.79,26.29,23.934,14.3,48.09,48.79,45.2,45.4,57.86,55.0514285714286,42.9,51.2,47.96,96.0,745.9,3.0,40.0,13.6
70,0,25.29,23.6714285714286,26.5,25.272,24.1,14.2266666666667,24.89,26.7,24.157142857142897,14.1,48.59,49.36857142857139,44.59,45.79,51.06,51.52666666666669,43.1175,51.07875,47.7,91.0,745.5,1.0,22.0,12.6
50,0,25.2,23.1,25.8614285714286,25.264285714285695,24.0,9.13,24.945,26.066666666666695,23.79,10.0,39.7,41.03,34.5,39.5,50.29,36.0633333333333,36.59,43.56,44.1842857142857,85.0,752.7999999999998,7.0,22.0,7.5
60,0,24.1,21.29,24.0,24.0,23.725714285714304,4.3225,24.1,25.39,22.89,6.2,34.76,36.1214285714286,35.168571428571404,32.59,38.7,24.77,29.7,35.79,35.434,74.0,760.4,2.0,40.0,1.8
80,0,23.2,20.978,25.6,23.6,23.0,8.3,23.39,26.06,22.725714285714304,8.5,39.23,40.612,37.7,36.5,44.2233333333333,48.1333333333333,32.9,39.59,39.19428571428569,97.0,761.5,1.0,41.0,8.099999999999998
40,0,23.1,21.08,24.236,23.29,21.2,9.39,23.5,24.5,22.6,9.9,39.1633333333333,39.156,37.036,36.9,40.0,17.6971428571429,34.24,39.29,37.876,77.0,760.6,1.0,40.0,6.1
50,0,23.533333333333296,22.0,24.6,23.463333333333296,21.29,12.72,23.2,24.0,22.6,12.0,41.0,41.018,39.09,38.723333333333294,55.71,19.76875,40.5,45.326666666666696,42.2,80.0,756.2,2.0,26.0,8.599999999999998
60,0,23.566666666666695,21.347142857142895,24.6,23.29,21.1,7.9,23.2,24.5,22.39,8.8,41.76,43.6528571428571,39.7,39.9,50.772,47.4266666666667,41.363333333333294,45.367142857142895,42.425,95.0,749.1,3.0,40.0,8.099999999999998
40,0,23.29,21.68,24.5,23.1,22.212857142857104,9.46,23.0,24.04,22.6,10.6,41.29,41.79,39.29,40.59,59.88,38.3,36.59,44.798,42.9666666666667,86.0,757.7,3.0,40.0,8.3
40,0,23.2,21.7,24.79,23.29,22.6,13.13,22.89,23.445,22.6,14.1,44.9333333333333,46.1214285714286,41.9,43.5,50.678571428571395,45.533333333333296,40.7,51.745,45.0,91.0,758.0,2.0,29.0,12.6
60,0,24.7081818181818,24.398198198198198,26.7936363636364,24.0153153153153,22.9468468468468,22.6706306306306,23.909909909909896,24.387272727272695,23.1690909090909,18.0,49.1963636363636,46.738948948948895,43.6181818181818,46.7323423423423,52.4424774774775,19.928333333333295,43.69481981981979,50.9909090909091,48.2181818181818,79.0,752.0,2.0,40.0,14.3
60,0,24.6,22.356666666666698,26.2,23.79,23.0,11.5,23.557142857142896,25.963333333333296,23.2,11.6,48.5,50.59,45.2,46.3633333333333,52.3633333333333,52.59,42.668571428571404,49.8933333333333,49.5,96.0,751.7999999999998,4.0,63.0,10.9
60,0,24.6,22.29,26.0,24.2,23.5,11.3,23.5,24.79,22.79,11.1,44.745,46.3633333333333,43.0,43.73,56.21,33.9666666666667,38.29,48.9666666666667,44.6633333333333,85.0,759.7,4.0,40.0,8.599999999999998
60,0,24.26,21.963333333333296,25.29,24.2,21.68,9.05555555555556,23.2,24.7,22.5,9.3,40.363333333333294,41.7,39.4,40.363333333333294,38.772,23.9411111111111,34.98,46.09,40.5,81.0,758.2,1.0,29.0,6.1
50,0,24.125974025974003,23.157662337662295,24.9064935064935,23.915974025974002,21.3484415584416,16.0915584415584,23.311038961039,24.1967532467532,22.1,10.8,39.1153246753247,38.09870129870129,37.696753246753204,38.8558441558442,50.4524350649351,22.1532467532468,36.74545454545449,41.939285714285695,40.4149350649351,92.0,757.0,2.0,62.0,9.6
60,10,24.323333333333295,23.1285714285714,26.79,24.89,22.5,14.33,24.236,24.566666666666695,22.6,14.8,44.56,43.897142857142896,39.363333333333294,43.23,58.8633333333333,27.43,44.134,50.56,44.5,79.0,756.1,3.0,63.0,11.1
